day,time_index,time,PeakAcceleration value,PeakVelocity value,YR Band 1 value,YR Damage Accumulation value,YR Peak Acceleration value,YR Peak Velocity value,Band1 value,DamageAccumulation value,YR RMS Velocity value,YR Temperature value,RMSVelocity value,Temperature value,BatteryVoltage value
3,40,1071,0.0295349,0.0131213,0.0043414,0.3641915,0.0318348,0.0141418,0.0042455,0.361138,0.0047452,65.72372208,0.0044929,65.72372208,3.204981804
3,41,1072,0.0326188,0.014426,0.0045554,0.3668696,0.0281447,0.0122155,0.0035785,0.3524622,0.0045151,65.48555222,0.0045973,65.48555222,3.205274582
3,42,1073,0.0341479,0.0204114,0.0030996,0.3668907,0.0280129,0.0111338,0.0028218,0.3670366,0.0042315,65.55361595,0.0049429,65.55361595,3.205274582
3,43,1074,0.037801,0.0132403,0.00311,0.3705487,0.0334076,0.0129683,0.0047775,0.3521232,0.0040017,65.00929489,0.004437,65.00929489,3.205567837
3,44,1075,0.0305805,0.0132148,0.0023186,0.3621506,0.0291203,0.0095446,0.0039298,0.3705975,0.0033967,65.4515358,0.0045048,65.4515358,3.204981804
3,45,1076,0.0328594,0.0139397,0.0042552,0.3753068,0.0298262,0.0125992,0.0053213,0.3699357,0.004915,65.65565491,0.0046215,65.65565491,3.204884052
3,46,1077,0.0341009,0.0135908,0.0026219,0.3501967,0.0290288,0.0123839,0.003528,0.3638879,0.004127,65.31544952,0.0046296,65.31544952,3.204688787
3,47,1078,0.0363852,0.0188134,0.0030407,0.3788626,0.0322332,0.0129943,0.0034955,0.3536121,0.0045223,65.38351326,0.0055276,65.38351326,3.204786301
3,48,1079,0.0332062,0.0129024,0.0037429,0.3542124,0.0366592,0.016862,0.0029696,0.3750941,0.0046737,65.58762894,0.0044427,65.58762894,3.204981804
3,49,1080,0.0372795,0.014607,0.0065207,0.3612008,0.0294683,0.0200255,0.0038585,0.3467154,0.00513,65.75773163,0.0049053,65.75773163,3.205079317
3,50,1081,0.0300847,0.0130252,0.0049454,0.3771192,0.0322662,0.0147397,0.0031116,0.3780176,0.0041878,65.41752625,0.0041834,65.41752625,3.204591036
3,51,1082,0.0350415,0.0144029,0.0031417,0.3643027,0.0282189,0.0147732,0.0050353,0.3675492,0.0041165,65.55361595,0.0046914,65.55361595,3.204884052
3,52,1083,0.0319976,0.0132751,0.0022258,0.3651594,0.026635,0.0122373,0.0026201,0.3643924,0.0040556,65.4515358,0.0043152,65.4515358,3.203711987
3,53,1084,0.0387198,0.0148727,0.0031563,0.3611226,0.0290643,0.0130805,0.0027511,0.3769165,0.0039683,65.85980835,0.0045934,65.85980835,3.204493284
3,54,1085,0.0363417,0.0122162,0.0047905,0.346686,0.029767,0.0156534,0.0045751,0.3631042,0.0048056,65.62163849,0.0042428,65.62163849,3.204395533
3,55,1086,0.0362518,0.0153913,0.0026863,0.367059,0.0284439,0.0119358,0.0040162,0.3546833,0.0038765,65.62163849,0.0050189,65.62163849,3.204297781
3,56,1087,0.0307696,0.0154546,0.0023549,0.3580087,0.0310021,0.0109372,0.0059563,0.3558061,0.0035221,65.62163849,0.0051154,65.62163849,3.203907251
3,57,1088,0.0368617,0.0173047,0.0038008,0.3643839,0.0298924,0.012881,0.0022612,0.3498153,0.0046531,65.85980835,0.0051448,65.85980835,3.203711987
3,58,1089,0.0371436,0.0135544,0.0025529,0.3518259,0.0279402,0.0130335,0.0033913,0.3729678,0.0040407,65.72372208,0.0045065,65.72372208,3.20332098
3,59,1090,0.0307207,0.0133823,0.0029008,0.3526675,0.031298,0.0130043,0.0030938,0.3662013,0.0042689,65.8257576,0.0046495,65.8257576,3.20332098
3,60,1091,0.0343903,0.0127986,0.0035464,0.3722289,0.0285761,0.0155148,0.0043395,0.3576531,0.0045246,65.96184731,0.0047615,65.96184731,3.203223467
3,61,1092,0.0333829,0.0111286,0.0040211,0.3490966,0.0280798,0.0125769,0.0028363,0.3652793,0.0046592,65.96184731,0.0036451,65.96184731,3.20293045
3,62,1093,0.0321732,0.010011,0.0069206,0.3750242,0.0286342,0.0140951,0.002892,0.3692713,0.0052202,65.72372208,0.0036017,65.72372208,3.203614235
3,63,1094,0.0307676,0.0104852,0.0031862,0.3549338,0.0296555,0.0134181,0.0039827,0.3726857,0.0042356,65.89382477,0.0038014,65.89382477,3.203418732
3,64,1095,0.0337986,0.0164254,0.0032936,0.3639751,0.0346359,0.0170107,0.0042734,0.3719155,0.0046141,65.79174461,0.0049704,65.79174461,3.203223467
3,65,1096,0.0307006,0.0130597,0.0033356,0.3678014,0.0262504,0.0155186,0.0032721,0.3787389,0.0043231,66.06392746,0.0045711,66.06392746,3.202637434
3,66,1097,0.0305117,0.0152606,0.0033559,0.3642396,0.0361207,0.011485,0.0049578,0.3518466,0.0039705,65.85980835,0.0049964,65.85980835,3.20293045
3,67,1098,0.0330299,0.0137089,0.0023108,0.36549,0.0306303,0.0117018,0.0016351,0.368371,0.0038974,65.68970566,0.003981,65.68970566,3.202539682
3,68,1099,0.0321506,0.0211366,0.0046977,0.3751234,0.0304499,0.0132366,0.00424,0.3593616,0.0046939,65.79174461,0.0049212,65.79174461,3.202735186
3,69,1100,0.0383219,0.0151467,0.0056426,0.3679096,0.0317213,0.0160026,0.002713,0.3548271,0.0049901,65.85980835,0.0047638,65.85980835,3.202344179
3,70,1101,0.0340081,0.0186682,0.003548,0.3658627,0.0387325,0.0161946,0.003233,0.3598145,0.0047426,65.92783432,0.0052137,65.92783432,3.202539682
3,71,1102,0.0338696,0.0159658,0.0016144,0.379103,0.0302145,0.0144148,0.0034522,0.3581331,0.0037562,65.96184731,0.0049777,65.96184731,3.202539682
3,72,1103,0.0328276,0.016989,0.0038557,0.3757306,0.0288885,0.013554,0.0030388,0.376865,0.0047516,66.20001717,0.0046063,66.20001717,3.201855898
3,73,1104,0.0387109,0.0146636,0.0032904,0.3537285,0.0294099,0.0159687,0.002982,0.3605359,0.005039,66.23403015,0.0043591,66.23403015,3.201758385
3,74,1105,0.0366953,0.0113484,0.0028992,0.3635212,0.0285241,0.0112416,0.0040215,0.3622797,0.003933,66.16596298,0.0039505,66.16596298,3.202344179
3,75,1106,0.0348567,0.0122244,0.0030143,0.3700708,0.0322587,0.0131243,0.0044419,0.3742695,0.0044614,66.54022255,0.0043168,66.54022255,3.202246666
3,76,1107,0.038114,0.0140747,0.0029078,0.3683815,0.0332435,0.0146037,0.0035859,0.3559553,0.0042151,66.06392746,0.0047085,66.06392746,3.201660633
3,77,1108,0.0356697,0.012525,0.003354,0.3510113,0.0316875,0.0157684,0.0033974,0.3629279,0.0048732,66.06392746,0.0042789,66.06392746,3.201562881
3,78,1109,0.036111,0.018942,0.0019119,0.3737227,0.029243,0.0126675,0.0038409,0.370828,0.0035954,66.13195,0.0046456,66.13195,3.20195365
3,79,1110,0.0396156,0.0173769,0.0025813,0.3635663,0.0331844,0.0162554,0.0026156,0.3442231,0.0049319,66.09793701,0.0052262,66.09793701,3.201172113
3,80,1111,0.0288723,0.0133694,0.0061028,0.3578133,0.0341508,0.0150659,0.0023284,0.3677689,0.0056366,66.37011986,0.0039584,66.37011986,3.201660633
3,81,1112,0.0301371,0.0150285,0.0021834,0.3641705,0.0318349,0.0147048,0.0038221,0.377966,0.0044347,66.64226151,0.0048292,66.64226151,3.201562881
3,82,1113,0.0311486,0.0129372,0.0024668,0.371252,0.029008,0.0127813,0.0049651,0.3668087,0.0043792,66.30205269,0.0045326,66.30205269,3.201172113
3,83,1114,0.0385576,0.0135832,0.0048323,0.3572062,0.0318252,0.0120276,0.0048295,0.3595677,0.0045569,66.57423553,0.0044098,66.57423553,3.200976849
3,84,1115,0.0315161,0.0115615,0.0025199,0.3688264,0.0308717,0.0136887,0.0024256,0.3647775,0.0046155,66.37011986,0.003929,66.37011986,3.201269865
3,85,1116,0.0293735,0.0127648,0.0015274,0.3586279,0.0294073,0.0152423,0.0027092,0.3553261,0.0036991,66.37011986,0.0047008,66.37011986,3.200976849
3,86,1117,0.0342444,0.0134077,0.0026029,0.3413508,0.0387389,0.0134866,0.0036176,0.3710775,0.0046843,66.47215881,0.0045135,66.47215881,3.200683832
3,87,1118,0.0319815,0.0138316,0.0042636,0.3420782,0.0302441,0.0157983,0.0035344,0.3599746,0.0048351,66.33606567,0.0047758,66.33606567,3.200488329
3,88,1119,0.0379795,0.0125033,0.00304,0.3716097,0.0293832,0.0131459,0.0044276,0.3542575,0.0045355,66.64226151,0.004864,66.64226151,3.200781584
3,89,1120,0.0304372,0.0125743,0.00334,0.3543477,0.0340313,0.0163676,0.0039902,0.3522019,0.0048949,66.91444092,0.0042209,66.91444092,3.200683832
3,90,1121,0.0287309,0.0155676,0.0034405,0.3759079,0.0333749,0.0120892,0.0056101,0.3532731,0.0044892,66.98246689,0.0049263,66.98246689,3.200293064
3,91,1122,0.0373205,0.0207359,0.0048065,0.3705847,0.0283722,0.0131724,0.0055756,0.3741991,0.0051314,66.64226151,0.0055039,66.64226151,3.200390577
3,92,1123,0.0379314,0.018495,0.0023,0.3636054,0.0312754,0.0122212,0.0027502,0.3769925,0.0038782,66.77835121,0.0055131,66.77835121,3.200097799
3,93,1124,0.0365388,0.0141049,0.0031263,0.3663106,0.0353685,0.014453,0.0039402,0.3672508,0.0051229,66.88043137,0.0042862,66.88043137,3.200000048
3,94,1125,0.0336742,0.016783,0.0020863,0.36708,0.0295238,0.0141647,0.0035047,0.3586238,0.0036721,66.47215881,0.0049177,66.47215881,3.200195313
3,95,1126,0.0377493,0.0154797,0.0035197,0.3846126,0.0343154,0.0131757,0.0041962,0.3859963,0.0043093,67.15256958,0.0052227,67.15256958,3.199902296
3,96,1127,0.0327108,0.0149433,0.0021564,0.3694275,0.0258286,0.0134101,0.0027786,0.3610159,0.0041374,66.9484539,0.004811,66.9484539,3.199706793
3,97,1128,0.0345389,0.0163902,0.0025592,0.3647806,0.0293185,0.0153864,0.0068442,0.3767457,0.0046768,66.50616837,0.0050542,66.50616837,3.199804783
3,98,1129,0.0309672,0.0135201,0.0043925,0.3558836,0.0325018,0.0134869,0.0045207,0.3668332,0.0047369,66.4381424,0.0047702,66.4381424,3.200097799
3,99,1130,0.035637,0.0166749,0.0028182,0.3535211,0.0297487,0.0102653,0.0029913,0.3714925,0.0039202,66.84637375,0.0048384,66.84637375,3.199902296
3,100,1131,0.0342952,0.0169939,0.0024903,0.374907,0.0346102,0.0151217,0.0036631,0.3574713,0.0047015,66.84637375,0.0051697,66.84637375,3.199804783
3,101,1132,0.0358941,0.016723,0.0032102,0.3839423,0.0298807,0.0155024,0.0038262,0.3580599,0.0046018,67.08454361,0.0052842,67.08454361,3.198925495
3,102,1133,0.0411006,0.0114435,0.0048965,0.3824785,0.0309283,0.0156838,0.0028353,0.3564,0.0044531,66.91444092,0.0044066,66.91444092,3.198925495
3,103,1134,0.0329258,0.0165393,0.0028445,0.3624542,0.0311224,0.0159535,0.002713,0.3775647,0.004474,66.9484539,0.0051189,66.9484539,3.199706793
3,104,1135,0.0323799,0.0171395,0.0035547,0.3499503,0.0308029,0.0130699,0.0036306,0.374454,0.0041557,67.05053406,0.0048214,67.05053406,3.199218512
3,105,1136,0.0391231,0.0137062,0.0030529,0.3758268,0.0313244,0.0149165,0.0040911,0.37258,0.0044916,67.05053406,0.0046051,67.05053406,3.198729992
3,106,1137,0.0337198,0.0136942,0.0060918,0.3734492,0.033006,0.0125383,0.0033557,0.3698924,0.0047174,67.2546463,0.0045532,67.2546463,3.198241711
3,107,1138,0.0348971,0.014021,0.0048677,0.3597791,0.0318471,0.0103669,0.0027905,0.3680537,0.0040907,66.98246689,0.0052833,66.98246689,3.198339462
3,108,1139,0.032859,0.0139928,0.0030459,0.3600917,0.0299185,0.0173875,0.0031025,0.3717745,0.004682,67.56084213,0.0043178,67.56084213,3.198436975
3,109,1140,0.0411934,0.016071,0.0036551,0.3656854,0.033709,0.0124902,0.0040837,0.3643381,0.003831,67.22063675,0.0052431,67.22063675,3.198046446
3,110,1141,0.0401422,0.0126539,0.0046892,0.3730915,0.0305036,0.0171976,0.0037105,0.3571541,0.0051327,67.49277496,0.0042899,67.49277496,3.198729992
3,111,1142,0.0349088,0.0144711,0.0023158,0.3737678,0.028685,0.0134082,0.003832,0.3735319,0.0040075,67.52678795,0.0044633,67.52678795,3.198046446
3,112,1143,0.0384631,0.0114806,0.0020104,0.3549128,0.0304237,0.0106461,0.0025619,0.3588463,0.0035136,67.6288681,0.0045355,67.6288681,3.198144197
3,113,1144,0.0314682,0.0154429,0.0032376,0.3667524,0.0323709,0.0141653,0.0054787,0.363652,0.0044599,67.6288681,0.0051943,67.6288681,3.198046446
3,114,1145,0.0331498,0.0155578,0.0047523,0.3582702,0.0335576,0.017926,0.0044783,0.3546264,0.0050933,67.67990646,0.0053581,67.67990646,3.19799757
3,115,2002,0.0331587,0.0128849,0.0037202,0.3637887,0.0383623,0.0128879,0.0020861,0.3807459,0.0044942,67.73094482,0.0048102,67.73094482,3.197948694
3,116,2003,0.0324594,0.0123365,0.003759,0.3812461,0.0315449,0.0138696,0.0031038,0.3789098,0.0052926,67.96907349,0.0042741,67.96907349,3.197753191
3,117,2004,0.0366811,0.0184202,0.0027529,0.3627728,0.0289909,0.0108622,0.0031912,0.3804123,0.0037538,67.90104752,0.0051193,67.90104752,3.197460175
3,118,2005,0.0337322,0.014206,0.0032402,0.357627,0.0341739,0.0146594,0.0044144,0.3660033,0.0041139,68.30927887,0.0041743,68.30927887,3.197948694
3,119,2006,0.0326281,0.0148215,0.0031445,0.3354235,0.0370116,0.0121423,0.0037344,0.3654691,0.0037551,67.79897079,0.0040815,67.79897079,3.197167397
3,120,2007,0.0296045,0.011675,0.0021318,0.3612038,0.0274771,0.0153129,0.002213,0.3594836,0.0043086,68.30927887,0.0039629,68.30927887,3.196971893
3,121,2008,0.0368683,0.0134891,0.003423,0.3697762,0.0353377,0.0151976,0.0021169,0.3605115,0.0053179,68.58145828,0.004453,68.58145828,3.19687438
3,122,2009,0.0339337,0.0162324,0.0021129,0.3574586,0.0264637,0.010731,0.0052914,0.3662474,0.003728,68.2412529,0.0052009,68.2412529,3.197460175
3,123,2010,0.0315946,0.0163339,0.0035414,0.361853,0.0309367,0.0135007,0.002742,0.3613332,0.0040382,68.78557739,0.004649,68.78557739,3.197167397
3,124,2011,0.0324845,0.014061,0.0023759,0.3583664,0.0325102,0.0149139,0.0038729,0.3656508,0.0042055,68.20720215,0.0050369,68.20720215,3.197167397
3,125,2012,0.0297396,0.0151191,0.0037956,0.3594845,0.0281192,0.0153542,0.0028432,0.3532568,0.0049809,68.75156097,0.0045811,68.75156097,3.19677639
3,126,2013,0.0333844,0.0186742,0.0035657,0.3696439,0.0345048,0.011171,0.0064436,0.3515781,0.004306,68.61547127,0.0055567,68.61547127,3.196678877
3,127,2014,0.0347026,0.0142273,0.0033237,0.3708042,0.0315753,0.0128882,0.0028539,0.364829,0.0042723,68.81958694,0.0041294,68.81958694,3.197069645
3,128,2015,0.0388121,0.0142261,0.0053898,0.3621326,0.0322615,0.0149461,0.0036071,0.3777491,0.0051662,68.44536858,0.0042289,68.44536858,3.195995092
3,129,2016,0.0335968,0.0151847,0.0051229,0.3515493,0.0322628,0.0150189,0.0056442,0.3724118,0.0044142,68.64948425,0.0049072,68.64948425,3.196092844
3,130,2017,0.0361075,0.0136006,0.0025073,0.3662474,0.0346562,0.0108311,0.0028691,0.3632887,0.0036845,68.92166367,0.0045992,68.92166367,3.196092844
3,131,2018,0.0356028,0.0122039,0.0035654,0.3643358,0.0319884,0.0137811,0.0038158,0.3737814,0.0044167,69.02370262,0.004397,69.02370262,3.196581125
3,132,2019,0.0395341,0.0157798,0.0030307,0.3694756,0.0305992,0.016917,0.0038175,0.3746709,0.0051322,68.61547127,0.0045369,68.61547127,3.195702076
3,133,2020,0.0318443,0.016636,0.0029451,0.3688865,0.0337169,0.0150522,0.0038113,0.3795119,0.0044801,68.34328842,0.0051426,68.34328842,3.196288109
3,134,2021,0.0317098,0.0130825,0.0061454,0.34145,0.0292076,0.0195971,0.0039858,0.3591908,0.0056237,68.44536858,0.0046539,68.44536858,3.195995092
3,135,2022,0.0312958,0.0130669,0.0025556,0.3746665,0.0339329,0.0121042,0.0033848,0.3792082,0.0039643,68.54740753,0.004533,68.54740753,3.196288109
3,136,2023,0.0354549,0.0163338,0.0026755,0.3666863,0.0308268,0.0125476,0.0038,0.3635869,0.0036769,68.44536858,0.0046953,68.44536858,3.196092844
3,137,2024,0.0353059,0.0152625,0.0033312,0.3563555,0.0303821,0.0144086,0.0019933,0.3665782,0.0053158,68.58145828,0.0042873,68.58145828,3.196288109
3,138,2025,0.036992,0.016331,0.0034449,0.3559377,0.0390453,0.0133551,0.0044199,0.3721948,0.0043411,68.27526588,0.0054868,68.27526588,3.195604324
3,139,2026,0.0373052,0.0141227,0.0019873,0.3731396,0.0411515,0.0131395,0.001724,0.3776081,0.0042631,68.2412529,0.0040696,68.2412529,3.196092844
3,140,2027,0.0318135,0.0170167,0.0030804,0.354528,0.032161,0.0127617,0.0029343,0.3611244,0.0046507,68.10516319,0.0045787,68.10516319,3.195604324
3,141,2028,0.0381152,0.0155009,0.0041133,0.3748078,0.028097,0.0133313,0.0032427,0.3676685,0.0048557,68.30927887,0.0046403,68.30927887,3.196190596
3,142,2029,0.0339744,0.0218175,0.0023589,0.3674888,0.0282033,0.0158858,0.003939,0.3680347,0.0045899,67.96907349,0.0057672,67.96907349,3.195702076
3,143,2030,0.0328749,0.0150378,0.0021146,0.3777204,0.0345753,0.0128021,0.003615,0.3640724,0.00406,67.86699333,0.0044567,67.86699333,3.195506573
3,144,2031,0.0351501,0.0125375,0.0033722,0.3574797,0.0341346,0.0137808,0.0030636,0.36548,0.0047399,67.49277496,0.0045807,67.49277496,3.19540906
4,1,2032,0.0297232,0.013298,0.0070434,0.3624392,0.0318438,0.0145341,0.0022873,0.3579432,0.0048398,68.00308304,0.0043778,68.00308304,3.195018291
4,2,2033,0.0361551,0.0126908,0.002689,0.3619252,0.0318563,0.0150487,0.0031335,0.3784433,0.0036315,67.96907349,0.0043027,67.96907349,3.194822788
4,3,2034,0.0391698,0.0159748,0.0024301,0.3684206,0.0304908,0.0115137,0.0045784,0.3575391,0.0032722,67.35668182,0.0047705,67.35668182,3.195116043
4,4,2035,0.0306838,0.0163014,0.0053276,0.3807472,0.0299453,0.0119934,0.0043879,0.359264,0.0042565,67.49277496,0.0051848,67.49277496,3.194920778
4,5,2036,0.0296261,0.0119233,0.0024044,0.3925568,0.034771,0.0120802,0.0036326,0.3747035,0.0036973,67.45876198,0.0038248,67.45876198,3.19540906
4,6,2037,0.0371534,0.0183873,0.0049775,0.3590667,0.0274332,0.0141811,0.0072622,0.3738709,0.0044058,67.45876198,0.005566,67.45876198,3.194920778
4,7,2038,0.0384135,0.0127327,0.0042342,0.3699265,0.0280851,0.0135469,0.004297,0.3610946,0.0044547,67.15256958,0.0044129,67.15256958,3.195604324
4,8,2039,0.0426057,0.0137874,0.0032248,0.3626225,0.0292438,0.0158861,0.00273,0.3751944,0.0048266,67.15256958,0.0047967,67.15256958,3.194822788
4,9,2040,0.0298902,0.0120001,0.0040389,0.3606447,0.0274456,0.0123529,0.0043035,0.368021,0.0044104,67.42474899,0.0043697,67.42474899,3.195311308
4,10,2041,0.03452,0.0153146,0.0025881,0.3535993,0.0301807,0.0138882,0.004346,0.3546942,0.004703,66.98246689,0.0044969,66.98246689,3.195116043
4,11,2042,0.034471,0.012838,0.003083,0.3721688,0.0315794,0.0162731,0.0032885,0.3728159,0.0045537,67.05053406,0.0047172,67.05053406,3.194334507
4,12,2043,0.0389489,0.0121819,0.0032893,0.3561992,0.0323535,0.0111125,0.0021514,0.3769273,0.0043032,66.91444092,0.0038225,66.91444092,3.194822788
4,13,2044,0.0388757,0.0147121,0.0019835,0.3546302,0.0290787,0.0117001,0.0052769,0.3512878,0.0036784,66.84637375,0.0049833,66.84637375,3.195702076
4,14,2045,0.0303989,0.0150228,0.0032507,0.3731817,0.0402867,0.0141794,0.0019069,0.3760567,0.003835,66.64226151,0.0046326,66.64226151,3.194139242
4,15,2046,0.0340595,0.0136871,0.0036191,0.3657034,0.0306246,0.0154909,0.0042288,0.3759647,0.0047794,66.50616837,0.0047568,66.50616837,3.194334507
4,16,2047,0.0359174,0.0214065,0.0034278,0.3789347,0.0323487,0.0122388,0.003005,0.3640019,0.0037211,66.4381424,0.0059358,66.4381424,3.194334507
4,17,2048,0.0333796,0.0143339,0.0038291,0.3444437,0.0286236,0.0162351,0.0020058,0.3516703,0.0052906,66.30205269,0.0046451,66.30205269,3.194334507
4,18,2049,0.029592,0.0116612,0.0027645,0.371225,0.0320352,0.0126381,0.0024139,0.3627489,0.0039828,66.64226151,0.0037616,66.64226151,3.194041491
4,19,2050,0.0344028,0.0112146,0.0025754,0.3532596,0.0353757,0.0119606,0.002828,0.3618566,0.0044743,65.92783432,0.0038712,65.92783432,3.193748474
4,20,2051,0.0342667,0.0146534,0.0025804,0.3506386,0.0380542,0.01379,0.0018739,0.3714491,0.0043988,66.30205269,0.0044967,66.30205269,3.194041491
4,21,2052,0.0354834,0.0167655,0.0020565,0.3560369,0.0296168,0.0115669,0.0037976,0.3475047,0.0037778,66.57423553,0.0046637,66.57423553,3.193357706
4,22,2053,0.0340074,0.0157779,0.00313965,0.35584605,0.0309169,0.012457,0.0031112,0.35896435,0.0042274,66.55722904,0.004407,66.55722904,3.193211198
4,23,2054,0.0325314,0.0147903,0.0042228,0.3556552,0.032217,0.0133471,0.0024248,0.370424,0.004677,66.54022255,0.0041503,66.54022255,3.19306469
4,24,2055,0.0338596,0.0153342,0.0036131,0.371772,0.0349821,0.0122307,0.0054407,0.3610865,0.0045348,66.16596298,0.0055688,66.16596298,3.193650723
4,25,2056,0.0320157,0.0121607,0.0063247,0.360278,0.026937,0.014507,0.0031144,0.3616451,0.0046819,65.85980835,0.0042104,65.85980835,3.19306469
4,26,2057,0.0311911,0.0154587,0.0019654,0.3524691,0.0303825,0.0129672,0.0045007,0.3562997,0.0047121,66.23403015,0.0045417,66.23403015,3.194041491
4,27,2058,0.0330288,0.0125156,0.0051903,0.3695027,0.0304419,0.0120193,0.004495,0.3671288,0.0044811,65.96184731,0.0043011,65.96184731,3.193455458
4,28,2059,0.0376835,0.0131697,0.0031435,0.3630193,0.0299935,0.0132761,0.0037396,0.3551362,0.0041858,65.85980835,0.0049666,65.85980835,3.193845987
4,29,2060,0.0379553,0.0113793,0.0027362,0.3472421,0.0318439,0.0145589,0.0029561,0.3493298,0.0048337,65.96184731,0.0037652,65.96184731,3.192869186
4,30,2061,0.032447,0.0136931,0.0049519,0.3610896,0.034382,0.0153482,0.0036403,0.3614362,0.0054465,66.06392746,0.0043672,66.06392746,3.192869186
4,31,2062,0.0320165,0.0171307,0.0037022,0.3696379,0.0372172,0.0120028,0.0039244,0.3618376,0.0044259,66.09793701,0.004868,66.09793701,3.192967176
4,32,2063,0.0333352,0.0121533,0.0029062,0.3623069,0.0304372,0.0094573,0.0024022,0.3457554,0.0035588,65.99586029,0.0043214,65.99586029,3.193357706
4,33,2064,0.0374124,0.0157694,0.0031239,0.375409,0.0293898,0.0124848,0.0038352,0.3533626,0.0039981,65.55361595,0.0050099,65.55361595,3.19257617
4,34,2065,0.0353904,0.0141466,0.0022735,0.347693,0.0299352,0.0117001,0.0018169,0.376084,0.0043672,65.85980835,0.0041355,65.85980835,3.192673922
4,35,2066,0.0378389,0.0146232,0.0033522,0.3671432,0.0307134,0.0124105,0.0019321,0.3512554,0.0038933,65.41752625,0.0037189,65.41752625,3.193162441
4,36,2067,0.0306705,0.0157531,0.003323,0.3639841,0.0351039,0.015149,0.0018892,0.3601453,0.0048002,65.99586029,0.0047049,65.99586029,3.192771673
4,37,2068,0.0418246,0.0138118,0.0038519,0.3736236,0.0306764,0.0178263,0.0030388,0.3637795,0.004835,65.75773163,0.0048708,65.75773163,3.192771673
4,38,2069,0.0306536,0.0158529,0.002073,0.3516185,0.0324109,0.0131385,0.0023946,0.3654446,0.0043529,65.68970566,0.0041755,65.68970566,3.192380905
4,39,2070,0.0339208,0.0158914,0.0027362,0.3735725,0.0273543,0.0139043,0.0028912,0.3483074,0.0045084,65.68970566,0.0050469,65.68970566,3.192283392
4,40,2071,0.0385996,0.0152535,0.0020768,0.3583093,0.0334403,0.0137874,0.0034973,0.3514126,0.0043058,65.75773163,0.0047017,65.75773163,3.192673922
4,41,2072,0.0308757,0.0129201,0.0028261,0.3645582,0.0344181,0.0147702,0.0040078,0.3495766,0.0042211,65.85980835,0.0046339,65.85980835,3.192283392
4,42,2073,0.0326364,0.0133747,0.0054264,0.3551653,0.0318021,0.0147043,0.0047796,0.3855597,0.0050553,65.8257576,0.0041431,65.8257576,3.192087889
4,43,2074,0.0369386,0.0113664,0.0033638,0.3563465,0.0292842,0.0131094,0.0041265,0.3557763,0.0052417,65.99586029,0.0045499,65.99586029,3.191501856
4,44,2075,0.03507,0.0142646,0.0051227,0.3617719,0.0302757,0.0110255,0.0043549,0.3718314,0.0042307,65.96184731,0.0045159,65.96184731,3.191404104
4,45,2076,0.0318124,0.0127809,0.0036393,0.3579636,0.0267397,0.0170646,0.0042695,0.3583472,0.0047635,65.68970566,0.004655,65.68970566,3.191306591
4,46,2077,0.0387974,0.0155104,0.0029332,0.361814,0.0326828,0.0122588,0.0057204,0.3623069,0.0041633,65.79174461,0.0049524,65.79174461,3.190818071
4,47,2078,0.0323051,0.0105184,0.0039,0.3797613,0.0310295,0.0125648,0.0031057,0.3677417,0.0041513,65.85980835,0.0037827,65.85980835,3.191111088
4,48,2079,0.0328229,0.0154592,0.0026683,0.3791271,0.0325598,0.0124417,0.0034369,0.3671586,0.0045397,65.75773163,0.0052561,65.75773163,3.190818071
4,49,2080,0.0368517,0.0162396,0.0030008,0.3518168,0.0372494,0.0163464,0.0043853,0.3641076,0.0041147,65.92783432,0.0057753,65.92783432,3.190622568
4,50,2081,0.0304604,0.0138539,0.0026161,0.3486007,0.035575,0.0127695,0.0041448,0.3641429,0.004342,66.06392746,0.0048447,66.06392746,3.190232038
4,51,2082,0.0346347,0.0158162,0.002667,0.3649189,0.0305339,0.0145006,0.0053273,0.364905,0.0037875,65.51960297,0.005225,65.51960297,3.190525055
4,52,2083,0.0348643,0.0119048,0.0055998,0.3706719,0.0297513,0.0132456,0.0034271,0.3770033,0.004592,65.92783432,0.0037286,65.92783432,3.191013575
4,53,2084,0.0341235,0.0166632,0.0026666,0.3742938,0.0298584,0.0149487,0.0036284,0.3744241,0.0042113,66.13195,0.0049516,66.13195,3.190232038
4,54,2085,0.0351585,0.0146209,0.0025089,0.3609663,0.028791,0.0153745,0.0041566,0.3677064,0.0041626,65.96184731,0.0050095,65.96184731,3.190036774
4,55,2086,0.0328922,0.0146359,0.0024933,0.3793976,0.0280439,0.012776,0.0042389,0.3682218,0.0039712,66.13195,0.0051836,66.13195,3.190036774
4,56,2087,0.0313185,0.0129264,0.003497,0.3647205,0.0350277,0.0136188,0.0027679,0.3641022,0.0038156,65.89382477,0.0042223,65.89382477,3.19072032
4,57,2088,0.0315856,0.013189,0.00373,0.3552915,0.0333833,0.0139424,0.0042098,0.3552638,0.0048335,65.68970566,0.0042736,65.68970566,3.190525055
4,58,2089,0.0295455,0.0139332,0.0026002,0.3688053,0.0285308,0.0134674,0.0043511,0.3693689,0.0044281,66.23403015,0.0045427,66.23403015,3.18984127
4,59,2090,0.0328417,0.0150162,0.0030313,0.3529831,0.0273607,0.0127152,0.0052197,0.3739469,0.0049696,65.96184731,0.0052039,65.96184731,3.189157486
4,60,2091,0.0340914,0.0120011,0.0037936,0.3628059,0.0296754,0.0147032,0.0022201,0.3602864,0.0044366,65.99586029,0.0040381,65.99586029,3.189548254
